"/home/drh/Music/John Denver - Rocky Mountain High (1973).mp3","John Denver","The Country Roads Collection","Rocky Mountain High"
"/home/drh/Music/Montgomery Gentry - Hillbilly Shoes.mp3","Montgomery Gentry","Something To Be Proud Of: Best Of 1999-2005","Hillbilly Shoes"
"/home/drh/Music/Prince - Let's Go Crazy.mp3","Prince","Purple Rain","Let's Go Crazy"
"/home/drh/Music/Chris Isaak - Auld Lang Syne.mp3","Chris Isaak","Christmas","Auld Lang Syne"
"/home/drh/Music/Wakefield - Say You Will.mp3","Wakefield","American Made","Say You Will"
"/home/drh/Music/Aretha Franklin - The House That Jack Built.mp3","Aretha Franklin","Aretha's Gold","The House That Jack Built"
"/home/drh/Music/ELO - Yours Truly, 2095.mp3","ELO","Time (Remaster)","Yours Truly, 2095"
"/home/drh/Music/Eric Clapton - Motherless Child.mp3","Eric Clapton","Complete Clapton Disc 2","Motherless Child"
"/home/drh/Music/Michael Martin Murphey - Wildfire.mp3","Michael Martin Murphey","Super Hits of the '70s: Have a Nice Day, Vol. 14","Wildfire"
"/home/drh/Music/Don Ross - The Thing That Came From Somewhere.mp3","Don Ross","The Thing That Came From Somewhere","The Thing That Came From Somewhere"
"/home/drh/Music/Suzanne Vega - Priscilla.mp3","Suzanne Vega","Songs in Red and Gray","Priscilla"
"/home/drh/Music/10,000 Maniacs - Cotton Alley.mp3","10,000 Maniacs","The Wishing Chair - German","Cotton Alley"
"/home/drh/Music/Skeeter Davis - The End of the World.mp3","Skeeter Davis","Best of the Best","The End of the World"
"/home/drh/Music/Cole Swindell - Flatliner.mp3","Cole Swindell","You Should Be Here","Flatliner"
"/home/drh/Music/Joe Walsh - Rocky Mountain Way.mp3","Joe Walsh","Joe Walsh's Greatest Hits: Little Did He Know... [Saudi Arabia]","Rocky Mountain Way"
"/home/drh/Music/America - Sister Golden Hair.mp3","America","Hearts","Sister Golden Hair"
"/home/drh/Music/Keyshia Cole - Fallin Out.mp3","Keyshia Cole","Just Like You","Fallin Out"
"/home/drh/Music/David Lanz - Carlsbad.mp3","David Lanz","Desert Vision","Carlsbad"
"/home/drh/Music/Mercury 4 - To Die For.mp3","Mercury 4","Mercury 4","To Die For"
"/home/drh/Music/Tori Amos - Pretty Good Year.mp3","Tori Amos","Under The Pink","Pretty Good Year"
"/home/drh/Music/Gladys Knight - If I Were Your Woman.mp3","Gladys Knight","Greatest Hits","If I Were Your Woman"
"/home/drh/Music/Starland Vocal Band - Afternoon Delight.mp3","Starland Vocal Band","Super Hits of the '70s: Have a Nice Day, Vol. 18","Afternoon Delight"
"/home/drh/Music/Aretha Franklin - Think.mp3","Aretha Franklin","Aretha's Gold","Think"
"/home/drh/Music/Unknown artist - It's Beginning to Look a Lot Like Christmas.mp3","Unknown artist","Unknown album (1/4/2022 7:43:13 PM)","It's Beginning to Look a Lot Like Christmas"
"/home/drh/Music/U2 - One.mp3","U2","One","One"
"/home/drh/Music/Danny Wilson - Marys Prayer.mp3","Danny Wilson","The Best Of Danny Wilson","Mary's Prayer"
"/home/drh/Music/Yes - Siberian Khatru.mp3","Yes","Close to the Edge","Siberian Khatru"
"/home/drh/Music/Beatles - Here, There And Everywhere.mp3","Beatles","Revolver","Here, There And Everywhere"
"/home/drh/Music/Anne Murray - I'll Be Home For Christmas.mp3","Anne Murray","Best of the Season","I'll Be Home For Christmas"
"/home/drh/Music/Deana Carter - Angels Working Overtime.mp3","Deana Carter","Everything's Gonna Be Alright","Angels Working Overtime"
"/home/drh/Music/Earl Scruggs - Somethin' Just Ain't Right.mp3","Earl Scruggs; Randy Scruggs","Earl Scruggs and Friends","Somethin' Just Ain't Right"
"/home/drh/Music/Lady Gaga - Just Dance.mp3","Colby O'Donis; Lady Gaga","The Fame [Bonus Track]","Just Dance"
"/home/drh/Music/Chris Norman - Stumblin' In.mp3","Chris Norman","Super Hits of the '70s: Have a Nice Day, Vol. 22","Stumblin' In"
"/home/drh/Music/Sarah Harmer - The Hideout.mp3","Sarah Harmer","You Were Here","The Hideout"
"/home/drh/Music/Gladys Knight - Midnight Train To Georgia.mp3","Gladys Knight","Best of Gladys Knight & the Pips [Right Stuff]","Midnight Train To Georgia"
"/home/drh/Music/Nickelback - Rockstar.mp3","Nickelback","All the Right Reasons","Rockstar"
"/home/drh/Music/Britney Spears - Bombastic Love.mp3","Britney Spears","Britney","Bombastic Love"
"/home/drh/Music/APP - Eye in the Sky.mp3","Alan Parsons Project","Eye in the Sky","Eye in the Sky"
"/home/drh/Music/Bellamy Brothers - Let Your Love Flow.mp3","Bellamy Brothers","Super Hits of the '70s: Have a Nice Day, Vol. 18","Let Your Love Flow"
"/home/drh/Music/ACDC - You Shook Me All Night Long.mp3","AC/DC","Back In Black","You Shook Me All Night Long"
"/home/drh/Music/Harry Connick Jr - What Are You Doing New Year's Eve.mp3","Harry Connick Jr.","Christmas","What Are You Doing New Year's Eve"
"/home/drh/Music/Paul Davis - 65 Love Affair.mp3","Paul Davis","Super Hits","65 Love Affair"
"/home/drh/Music/Anne Murray - Could I Have This Dance.mp3","Anne Murray","Anne Murray's Greatest Hits","Could I Have This Dance"
"/home/drh/Music/Kris Delmhorst - Gave It Away.mp3","Kris Delmhorst","Five Stories","Gave It Away"
"/home/drh/Music/Crystal Gayle - I'll Do It All Over Again.mp3","Crystal Gayle","All-Time Greatest Hits","I'll Do It All Over Again"
"/home/drh/Music/Andy Williams - The Impossible Dream.mp3","Andy Williams","Honey","The Impossible Dream"
"/home/drh/Music/Kenny Loggins - I'm Alright (Caddyshack theme).mp3","Kenny Loggins","Yesterday, Today, Tomorrow....","I'm Alright"
"/home/drh/Music/Alan Jackson - I Don't Even Know Your Name.mp3","Alan Jackson","Who I Am","I Don't Even Know Your Name"
"/home/drh/Music/Smash Mouth - Im a Believer.mp3","Smash Mouth","All Star Smash Hits","I'm a Believer"
"/home/drh/Music/Garth Brooks - Burning Bridges.mp3","Garth Brooks","Ropin' The Wind","Burning Bridges"
"/home/drh/Music/Destiny's Child - Dangerously In Love.mp3","Destiny's Child","Survivor","Dangerously In Love"
"/home/drh/Music/Downchild Blues Band - Flip Flop & Fly (vinyl).mp3","Downchild Blues Band","Straight Up","Flip, Flop & Fly"
"/home/drh/Music/Used - I Caught Fire.mp3","Used","In Love And Death","I Caught Fire (In Your Eyes)"
"/home/drh/Music/Joe Walsh - Life's Been Good (Album).mp3","Joe Walsh","But Seriously, Folks...","Lifes Been Good (Album)"
"/home/drh/Music/Green Day - She.mp3","Green Day","Dookie","She"
"/home/drh/Music/America - Sometimes Lovers.mp3","America","View from the ground","Sometimes Lovers"
"/home/drh/Music/Level 42 - Love Meeting Love (Live).mp3","Level 42","The Early Tapes","Love Meeting Love (Live)"
"/home/drh/Music/APP - A Dream Within A Dream.mp3","Alan Parsons Project","Tales Of Mystery And Imagination","A Dream Within A Dream"
"/home/drh/Music/Selena Gomez - Come & Get It.mp3","Selena Gomez","Stars Dance (Amazon Exclusive)","Come & Get It"
"/home/drh/Music/Steve Winwood - While You See A Chance.mp3","Steve Winwood","Arc Of A Diver","While You See A Chance"
"/home/drh/Music/Gary Wright - Blind Feeling.mp3","Gary Wright","The Dream Weaver","Blind Feeling"
"/home/drh/Music/Bette Midler - The Rose.mp3","Bette Midler","Yesterdays","The Rose"
"/home/drh/Music/Billy Joel - You're My Home (Live).mp3","Billy Joel","Songs In The Attic","You're My Home (Live)"
"/home/drh/Music/Styx - The Best Of Times.mp3","Styx","Paradise Theater","The Best Of Times"
"/home/drh/Music/Toby Keith - Whiskey Girl.mp3","Toby Keith","Shock'n Y'all","Whiskey Girl"
"/home/drh/Music/Mest - Jaded .mp3","Mest","Mest","Jaded (These Years)"
"/home/drh/Music/Carly Simon - My Romance.mp3","Carly Simon","My Romance","My Romance"
"/home/drh/Music/Usher - Confessions Part 1 (Remix).mp3","Usher","Confessions","Confessions Part 1"
"/home/drh/Music/Queen - Don't Stop Me Now.mp3","Queen","Greatest Hits I","Don't Stop Me Now"
"/home/drh/Music/Matt Nathanson - To the Beat of Our Noisy Hearts.mp3","Matt Nathanson","Some Mad Hope","To the Beat of Our Noisy Hearts"
"/home/drh/Music/Megan Slankard - Too Bad You.mp3","Megan Slankard","Freaky Little Story","Too Bad You"
"/home/drh/Music/Sugarland - Little Miss.mp3","Sugarland","The Incredible Machine","Little Miss (Album Version)"
"/home/drh/Music/Vance Joy - Riptide.mp3","Vance Joy","God Loves You When You're Dancing","Riptide"
"/home/drh/Music/Tori Amos - Ophelia.mp3","Tori Amos","Abnormally Attracted to Sin [Deluxe Edition] Disc 1","Ophelia"
"/home/drh/Music/Christie - Yellow River.mp3","Christie","Super Hits of the '70s: Have a Nice Day, Vol. 4","Yellow River"
"/home/drh/Music/Three Days Grace - Time of Dying.mp3","Three Days Grace","One X","Time of Dying"
"/home/drh/Music/Darius Rucker - Sometimes I Wonder.mp3","Darius Rucker","The Return Of Mongo Slade","Somtimes I Wonder"
"/home/drh/Music/America - Tin Man.mp3","America","Holiday","Tin Man"
"/home/drh/Music/Abba - Does Your Mother Know.mp3","Abba","Voulez-Vous","Does Your Mother Know"
"/home/drh/Music/Don Ross - Oh Baby.mp3","Don Ross","Robot Monster","Oh Baby"
"/home/drh/Music/Smash Mouth - Pacific Coast Party.mp3","Smash Mouth","All Star Smash Hits","Pacific Coast Party"
"/home/drh/Music/Keri Hilson - How Does It Feel.mp3","Keri Hilson","In A Perfect World","How Does it Feel"
"/home/drh/Music/Alanis Morissette - You Learn.mp3","Alanis Morissette","Jagged Little Pill","You Learn"
"/home/drh/Music/Nickelback - Midnight Queen.mp3","Nickelback","Here and Now","Midnight Queen"
"/home/drh/Music/Anderson - The Meeting.mp3","Anderson Bruford Wakeman Howe","Anderson, Bruford, Wakeman, Howe","The Meeting"
"/home/drh/Music/Tal Bachman - She's So High.mp3","Tal Bachman","Tal Bachman","She's So High"
"/home/drh/Music/Barry Manilow - Beautiful Music.mp3","Barry Manilow","Greatest Hits","Beautiful Music"
"/home/drh/Music/Rogue Traders - What You're On.mp3","Rogue Traders","Better In The Dark","What You're On"
"/home/drh/Music/Lady Antebellum - Perfect Day.mp3","Lady Antebellum","Need You Now","Perfect Day"
"/home/drh/Music/Anne Murray - Daydream Believer.mp3","Anne Murray","I'll Always Love You","Daydream Believer"
"/home/drh/Music/Alison Krauss - Could You Lie.mp3","Alison Krauss","Forget About It","Could You Lie"
"/home/drh/Music/Dixie Chicks - Lil' Jack Slade.mp3","Dixie Chicks","Home","Lil' Jack Slade"
"/home/drh/Music/Doug Stone - Left, Leavin', Goin' Or Gone.mp3","Doug Stone","From The Heart","Left, Leavin', Goin' Or Gone"
"/home/drh/Music/Matt Nathanson - Kill the Lights.mp3","Matt Nathanson","Last of the Great Pretenders","Kill the Lights"
"/home/drh/Music/Kathy Mattea - A Few Good Things Remain.mp3","Kathy Mattea","A Collection of Hits","A Few Good Things Remain"
"/home/drh/Music/Carole King - Smackwater Jack.mp3","Carole King","Tapestry","Smackwater Jack"
"/home/drh/Music/Natalie Merchant - Wonder (Remastered Single Version).mp3","Natalie Merchant","Retrospective 1995-2005","Wonder (Remastered Single Version)"
"/home/drh/Music/Rush - Time Stand Still.mp3","Rush","Chronicles (Disc 2)","Time Stand Still"
"/home/drh/Music/Derek & The Dominos - Bell Bottom Blues.mp3","Derek & The Dominos","Layla and Other Assorted Love Songs","Bell Bottom Blues"
"/home/drh/Music/Gayle McCormick - It's a Cryin' Shame.mp3","Gayle McCormick","Super Hits of the '70s: Have a Nice Day, Vol. 6","It's a Cryin' Shame"
"/home/drh/Music/Sarah Jarosz - Take Another Turn.mp3","Sarah Jarosz","Undercurrent","Take Another Turn"
"/home/drh/Music/Grapes of Wrath - Not the Way It is.mp3","The Grapes of Wrath","Now & Again","Not the Way It Is"
"/home/drh/Music/Alisha's Attic - Air We Breathe.mp3","Alisha's Attic","Alisha Rules The World","Air We Breathe"
"/home/drh/Music/APP - Doctor Tarr And Professor Feather.mp3","Alan Parsons Project","Tales Of Mystery And Imagination","Doctor Tarr And Professor Feather"
"/home/drh/Music/Supertramp - Free as a Bird.mp3","Supertramp","Retrospectacle","Free as a Bird"
"/home/drh/Music/Eminem - Ass Like That.mp3","Eminem","Encore","Ass Like That"
"/home/drh/Music/Bread - Baby I'm-a Want You.mp3","Bread","American Anthems","Baby I'm-a Want You"
"/home/drh/Music/Zac Brown Band - Colder Weather.mp3","Zac Brown Band","You Get What You Give","Colder Weather"
"/home/drh/Music/Climax Blues Band - Precious And Few.mp3","Climax Blues Band","Super Hits Of The 70's, vol.7","Precious And Few"
"/home/drh/Music/ELO - From The End Of The World.mp3","ELO","Time (Remaster)","From The End Of The World"
"/home/drh/Music/Trace Adkins - Chrome.mp3","Trace Adkins","Chrome","Chrome"
"/home/drh/Music/Angels & Airwaves - True Love.mp3","Angels & Airwaves","I-Empire","True Love"
"/home/drh/Music/Sole Gimenez - El Manisero.mp3","Sole Gimenez","Dos Gardenias","El Manisero"
"/home/drh/Music/Van Morrison - Full Force Gale.mp3","Van Morrison","The Best Of Van Morrison","Full Force Gale"
"/home/drh/Music/Green Day - 21 Guns.mp3","Green Day","21st Century Breakdown (Amazon Exclusive) [Explicit]","21 Guns"
"/home/drh/Music/Avril Lavigne - Sk8er Boi.mp3","Avril Lavigne","Let Go","Sk8er Boi"
"/home/drh/Music/John Berry - Oh Holy Night.mp3","John Berry","Holy Night","O Holy Night"
"/home/drh/Music/Mighty Mighty Bosstones - Nevermind Me.mp3","Mighty Mighty Bosstones","Let's Face It","Nevermind Me"
"/home/drh/Music/Dixie Chicks - Lubbock or Leave It.mp3","Dixie Chicks","Playlist: The Very Best of Dixie Chicks","Lubbock or Leave It"
"/home/drh/Music/Stereolab - Cosmic Country Noir.mp3","Stereolab","Margerine Eclipse","Cosmic Country Noir"
"/home/drh/Music/Sophie Milman - Something In The Air Between Us.mp3","Sophie Milman","Make Someone Happy (Expanded Digital Edition)","Something In The Air Between Us"
"/home/drh/Music/Train - Mermaid.mp3","Train","California 37","Mermaid"
"/home/drh/Music/Jo Dee Messina - Lesson in Leaving.mp3","Jo Dee Messina","I'm Alright","Lesson In Leavin'"
"/home/drh/Music/Billy Dean - Only The Wind.mp3","Billy Dean","Greatest Hits","Only The Wind"
"/home/drh/Music/Styx - Double Life.mp3","Styx","Kilroy was here","Double Life"
"/home/drh/Music/APP - Let's Talk About Me.mp3","Alan Parsons Project","Vulture Culture","Let's Talk About Me"
"/home/drh/Music/Fleetwood Mac - Go Your Own Way.mp3","Fleetwood Mac","Rumours","Go Your Own Way"
"/home/drh/Music/Jake Shimabukuro - Hula Girl.mp3","Jake Shimabukuro","Hula Girls","Hula Girl"
"/home/drh/Music/U2 - Desire.mp3","U2","Rattle And Hum","Desire"
"/home/drh/Music/Crosby Stills & Nash - Wasted on the Way.mp3","Crosby, Stills & Nash","Greatest Hits","Wasted on the Way"
"/home/drh/Music/APP - The Ace Of Swords.mp3","Alan Parsons Project","The Turn of A Friendly Card","The Ace Of Swords"
"/home/drh/Music/Beyonce - Kitty Kat.mp3","Beyonce","B'day","Kitty Kat"
"/home/drh/Music/Elton John - Don't Go Breaking My Heart.mp3","Elton John","Elton John's Greatest Hits Volume II","Don't Go Breaking My Heart"
"/home/drh/Music/Katy Perry - Hot N Cold.mp3","Katy Perry","One Of The Boys","Hot N Cold"
"/home/drh/Music/3 Doors Down - When I'm Gone.mp3","3 Doors Down","Away From the Sun","When I'm Gone"
"/home/drh/Music/Joan Jett - I Love Rock n' Roll.mp3","Joan Jett & The Blackhearts","I Love Rock N' Roll","I Love Rock n' Roll"
"/home/drh/Music/Oingo Boingo - Dead Man's Party.mp3","Oingo Boingo","Dead Man's Party","Dead Man's Party"
"/home/drh/Music/Andy Gibb - (Our Love) Don't Throw It All Away.mp3","Andy Gibb","Andy Gibb (Greatest Hits)","(Our Love) Don't Throw It All Away"
"/home/drh/Music/Don Ross - No Goodbyes.mp3","Don Ross","Passion Session","No Goodbyes"
"/home/drh/Music/Styx - Castle Walls.mp3","Styx","The Grand Illusion","Castle Walls"
"/home/drh/Music/The Band Perry - Back to Me Without You.mp3","The Band Perry","Pioneer","Back to Me Without You"
"/home/drh/Music/Veronicas - This Love.mp3","Veronicas","Hook Me Up","This Love"
"/home/drh/Music/Miles Davis - Freddie Freeloader.mp3","Miles Davis","Kind Of Blue","Freddie Freeloader"
"/home/drh/Music/T-Pain - Bartender.mp3","Akon; T-Pain","Happy Hour: The Greatest Hits","Bartender"
"/home/drh/Music/Bob Acri - Sleep Away.mp3","Bob Acri","Bob Acri","Sleep Away"
"/home/drh/Music/Gordon Lightfoot - The Way I Feel.mp3","Gordon Lightfoot","The Way I Feel","The Way I Feel"
"/home/drh/Music/Pretenders - Nails in the road.mp3","Pretenders","!Viva el amor!","Nails in the road"
"/home/drh/Music/Grapes of Wrath - I'm Gone.mp3","The Grapes of Wrath","Now & Again","I'm Gone"
"/home/drh/Music/Jim Brickman - Never Alone.mp3","Jim Brickman","Valentine","Never Alone"
"/home/drh/Music/John Williams - Star of Bethlehem.mp3","John Williams","Home Alone [Original Motion Picture Soundtrack]","Star of Bethlehem"
"/home/drh/Music/Sweet - Love Is Like Oxygen.mp3","Sweet","Super Hits of the '70s: Have a Nice Day, Vol. 25","Love Is Like Oxygen"
"/home/drh/Music/Windham Hill - On the Way.mp3","David Cullen","Touch - Windham Hill 25 Years of Guitar","On the Way"
"/home/drh/Music/Delta Goodrem - Predictable.mp3","Delta Goodrem","Innocent Eyes","Predictable"
"/home/drh/Music/Ashley Tisdale - Over It.mp3","Ashley Tisdale","Headstrong","Over It"
"/home/drh/Music/Indigo Girls - The Girl With The Weight Of The World In Her Hands.mp3","Indigo Girls","Nomads - Indians - Saints","The Girl With The Weight Of The World In Her Hands"
"/home/drh/Music/Alison Krauss - I Give You to His Heart.mp3","Alison Krauss","Prince of Egypt: Nashville","I Give You To His Heart"
"/home/drh/Music/ACDC - Rock And Roll Ain't Noise Pollution.mp3","AC/DC","Back In Black","Rock And Roll Ain't Noise Poll"
"/home/drh/Music/Northern Pikes - Everything.mp3","Northern Pikes","Neptune","Everything"
"/home/drh/Music/Jethro Tull - Cross-Eyed Mary.mp3","Jethro Tull","Aqualung","Cross-Eyed Mary"
"/home/drh/Music/Old 97s - Bird in a Cage.mp3","Old 97s","Satellite Rides","Bird in a Cage"
"/home/drh/Music/LeAnn Rimes - Big Deal.mp3","LeAnn Rimes","LeAnn Rimes","Big Deal"
"/home/drh/Music/T-Pain - Buy U a Drank (Shawty Snappin').mp3","T-Pain; Yung Joc","Happy Hour: The Greatest Hits","Buy U a Drank (Shawty Snappin')"
"/home/drh/Music/Alejandro Aranda - Cholo Love (Superscary Mix).mp3","Alejandro Aranda","Cholo Love","Cholo Love (Superscary Mix)"
"/home/drh/Music/Nelly Furtado - Try.mp3","Nelly Furtado","Folklore","Try"
"/home/drh/Music/Alicia Keys - Girlfriend.mp3","Alicia Keys","Songs In A Minor","Girlfriend"
"/home/drh/Music/Sara Evans - Born To Fly.mp3","Sara Evans","Greatest Hits","Born to Fly"
"/home/drh/Music/Michelle Branch - One Of These Days.mp3","Michelle Branch","Hotel Paper","One Of These Days"
"/home/drh/Music/Bruce Springsteen - Mary's Place.mp3","Bruce Springsteen","The Essential Bruce Springsteen","Mary's Place"
"/home/drh/Music/Talking Heads - Once In A Lifetime.mp3","Talking Heads","Remain in Light","Once In A Lifetime"
"/home/drh/Music/Phish - Silent In The Morning.mp3","Phish","Rift","Silent in the Morning"
"/home/drh/Music/England Dan - Nights Are Forever Without You.mp3","England Dan","The Essentials","Nights Are Forever Without You"
"/home/drh/Music/Lorrie Morgan - Watch Me.mp3","Lorrie Morgan","Watch Me","Watch Me"
"/home/drh/Music/Queen - We Will Rock You.mp3","Queen","Greatest Hits I","We Will Rock You"
"/home/drh/Music/Pablo Cruz - Island Woman.mp3","Pablo Cruise","20th Century Masters: The Millennium Collection: Best of Pablo Cruise","Island Woman"
"/home/drh/Music/Kansas - Back Door.mp3","Kansas","Audio-Visions","Back Door"
"/home/drh/Music/Jaggerz - The Rapper.mp3","The Jaggerz","Super Hits of the '70s: Have a Nice Day, Vol. 1","The Rapper"
"/home/drh/Music/Thomas Newman Any Other Name.mp3","Thomas Newman","Classical Album","Any Other Name"
"/home/drh/Music/Darius Rucker - Alright.mp3","Darius Rucker","Learn to Live","Alright"
"/home/drh/Music/Ambrosia - How Much I Feel.mp3","Ambrosia","Life Beyond L.A.","How Much I Feel"
"/home/drh/Music/Deep Purple - Woman From Tokyo.mp3","Deep Purple","Who Do We Think We Are","Woman From Tokyo"
"/home/drh/Music/Jeff Lynne - Every Little Thing.mp3","Jeff Lynne","Armchair Theatre","Every Little Thing"
"/home/drh/Music/Leonard Bernstein - Prelude, Fugue and Riffs_B.mp3","Leonard Bernstein","NPR Milestones of the Millennium: Preludes, Fugues and Riffs: Jazz in Classical Music","Prelude, Fugue and Riffs_B"
"/home/drh/Music/Mest - Chance of a Lifetime.mp3","Mest","Mest","Chance Of A Lifetime"
"/home/drh/Music/Donnie and Marie Osmond - A Little Bit Country.mp3","Donny & Marie","The Definitive Collection","A Little Bit Country-A Little Bit Rock 'N Roll"
"/home/drh/Music/Box Car Racer - Tiny Voices.mp3","Box Car Racer","Self Titled","Tiny Voices"
"/home/drh/Music/Keith Urban - Love's Poster Child.mp3","Keith Urban","Fuse","Love's Poster Child"
"/home/drh/Music/Fleetwood Mac - The Chain.mp3","Fleetwood Mac","Rumours","The Chain"
"/home/drh/Music/LeAnn Rimes - What A Wonderful World.mp3","LeAnn Rimes","What A Wonderful World","What A Wonderful World"
"/home/drh/Music/America - You Can Do Magic.mp3","America","View from the ground","You Can Do Magic"
"/home/drh/Music/Justin Timberlake - Lovestoned.mp3","Justin Timberlake","FutureSex","Lovestoned"
"/home/drh/Music/David Usher - Black Black Heart.mp3","David Usher","Morning Orbit","Black Black Heart"
"/home/drh/Music/Harold Melvin - If You Don't Know Me By Now.mp3","Harold Melvin","The Best Of Harold Melvin & The Blue Notes","If You Don't Know Me By Now"
"/home/drh/Music/Zero7 - Morning Songs.mp3","Zero7","When It Falls","Morning Song"
"/home/drh/Music/Schubert Piano Trio No.2 in E Flat Major.mp3","Schubert","Musica Viva Concerts 2007","Piano Trio No.2 in E Flat Major"
"/home/drh/Music/Tim Janis - Angels We Have Heard on High.mp3","Tim Janis","Christmas Piano Collection","Angels We Have Heard on High"
"/home/drh/Music/Draco and the Malfoys - Potions Yesterday.mp3","Brian Ross","Brian Ross's Album","Potions"
"/home/drh/Music/ELO - Here Is The News.mp3","ELO","Time (Remaster)","Here Is The News"
"/home/drh/Music/Ed Sheeran - Lego House.mp3","Ed Sheeran","+","Lego House"
"/home/drh/Music/Keith Urban - Somewhere in My Car.mp3","Keith Urban","Fuse","Somewhere in My Car"
"/home/drh/Music/Tony Bennett - My Favorite Things.mp3","Tony Bennett","The Christmas Album","My Favorite Things"
"/home/drh/Music/Pretenders - Who's who.mp3","Pretenders","!Viva el amor!","Who's who"
"/home/drh/Music/Gregory Abbott - Shake You Down.mp3","Gregory Abbott","Back To The 80s Vol.1","Shake You Down"
"/home/drh/Music/Lady Antebellum - Better Man.mp3","Lady Antebellum","Golden","Better Man"
"/home/drh/Music/Christina Perri - Mine.mp3","Christina Perri","Lovestrong","Mine"
"/home/drh/Music/Justin Bieber - Baby [feat Ludacris].mp3","Justin Bieber","My World 2.0","Baby [feat. Ludacris]"
"/home/drh/Music/Commodores - Three Times A Lady.mp3","Commodores","20th Century Masters - The Millennium Collection: The Best of the Commodores","Three Times a Lady"
"/home/drh/Music/Nickelback - Someday.mp3","Nickelback","The Long Road","Someday"
"/home/drh/Music/Nancy Wilson - What Are You Doing New Years Eve.mp3","Nancy Wilson","Hip Holidays, Vol. 2","What Are You Doing New Year'sEve?"
"/home/drh/Music/Beatles - The Long and Winding Road.mp3","Beatles","Let It Be","The Long And Winding Road"
"/home/drh/Music/ACDC - Highway to Hell.mp3","AC/DC","Highway to Hell","Highway to Hell"
"/home/drh/Music/Of Monsters and Men - King and Lionheart.mp3","Of Monsters and Men","My Head Is an Animal","King and Lionheart"
"/home/drh/Music/Celine Dion - The Prayer.mp3","Celine Dion","Quest for Camelot","The Prayer"
"/home/drh/Music/Toby Keith - You Shouldn't Kiss Me Like This.mp3","Toby Keith","How Do You Like Me Now?","You Shouldn't Kiss Me Like This"
"/home/drh/Music/Lionel Richie - Deep River Woman.mp3","Lionel Richie","Dancing On The Ceiling","Deep River Woman"
"/home/drh/Music/Bee Gees - Jive Talkin'.mp3","Bee Gees","The Ultimate Bee Gees: The 50th Anniversary Collection [Deluxe Edition 2CD/1DVD] Disc 1","Jive Talkin'"
"/home/drh/Music/Jim Croce - Operator (That's Not The Way It Feels).mp3","Jim Croce","Bad, Bad Leroy Brown & Other Favorites","Operator (That's Not The Way It Feels)"
"/home/drh/Music/Downtown Fiction - I Just Wanna Run.mp3","The Downtown Fiction","Let's Be Animals","I Just Wanna Run"
"/home/drh/Music/Avril Lavigne - Anything But Ordinary.mp3","Avril Lavigne","Let Go","Anything But Ordinary"
"/home/drh/Music/Zac Brown Band - Highway 20 Ride.mp3","Zac Brown Band","The Foundation","Highway 20 Ride"
"/home/drh/Music/Delta Goodrem - Born to Try.mp3","Delta Goodrem","Innocent Eyes","Born to Try"
"/home/drh/Music/Jason Aldean - Love Was Easy.mp3","Jason Aldean","Wide Open","Love Was Easy"
"/home/drh/Music/Phish - You Enjoy Myself.mp3","Phish","singles","You Enjoy Myself"
"/home/drh/Music/Dave Matthews Band - What Would You Say.mp3","Dave Matthews Band","Dave Matthews Band - The Best Of What's Around - Vol.1","What Would You Say"
"/home/drh/Music/Steely Dan - Reeling in the Years.mp3","Steely Dan","A Decade of Steely Dan","Reeling in the Years"
"/home/drh/Music/Paul Anka - Times Of Your Life.mp3","Paul Anka","Times of Your Life","Times Of Your Life"
"/home/drh/Music/Kenny Chesney - Beer in Mexico.mp3","Kenny Chesney","The Road and the Radio","Beer in Mexico"
"/home/drh/Music/Charlie Parker - Ko-Ko.mp3","Charlie Parker","The Talented Mr. Ripley","Ko-Ko"
"/home/drh/Music/Supertramp - Dreamer.mp3","Supertramp","Retrospectacle","Dreamer"
"/home/drh/Music/Brian Hyland - Gypsy Woman.mp3","Brian Hyland","Super Hits of the '70s: Have a Nice Day, Vol. 3","Gypsy Woman"
"/home/drh/Music/Five Stairsteps - O-o-h Child.mp3","The Five Stairsteps","The First Family of Soul: The Best of The Five Stairsteps","O-o-h Child"
"/home/drh/Music/Bruce Springsteen - Born in the USA.mp3","Bruce Springsteen","The Essential Bruce Springsteen","Born in the U.S.A."
"/home/drh/Music/Harry Connick Jr - Baby It's Cold Outside.mp3","Harry Connick Jr.","The Season for Romance","Baby, It's Cold Outside"
"/home/drh/Music/Megan Slankard - Taking My Chances.mp3","Megan Slankard","Running on Machinery","Taking My Chances"
"/home/drh/Music/Mormon Tabernacle Choir - Jingle Bells.mp3","Mormon Tabernacle Choir","Christmas with the MTC","Jingle Bells"
"/home/drh/Music/Brooks And Dunn - We'll Burn That Bridge.mp3","Brooks and Dunn","Hard working man","We'll Burn That Bridge"
"/home/drh/Music/Def Leppard - Too Late For Love.mp3","Def Leppard","Pyromania","Too Late For Love"
"/home/drh/Music/Diana Krall - Frim Fram Sauce.mp3","Diana Krall","All For You","Frim Fram Sauce"
"/home/drh/Music/Pablo Cruz - I Want You Tonight.mp3","Pablo Cruise","20th Century Masters: The Millennium Collection: Best of Pablo Cruise","I Want You Tonight"
"/home/drh/Music/Eagles - Desperado.mp3","Eagles","Desperado","Desperado"
